Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,IsAlone
3,1,0,0,0,0,Missing,2,1
2,0,1,2,0,1,Missing,0,0
3,0,1,0,0,0,Missing,0,1
3,1,1,1,1,0,Missing,2,0
2,0,1,0,0,0,Missing,0,1
1,0,2,0,2,2,D48,1,0
1,0,1,2,0,2,Missing,0,0
3,0,1,0,0,0,Missing,1,1
1,0,1,0,0,0,E58,0,1
3,0,1,0,0,0,Missing,0,0
3,0,1,1,0,0,Missing,0,1
2,0,1,2,0,1,Missing,0,0
2,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,0
1,1,1,1,0,1,C126,0,0
2,1,1,1,1,0,Missing,0,0
1,0,1,1,0,1,B71,0,0
2,0,2,0,0,0,Missing,0,1
2,0,1,0,0,0,Missing,0,1
2,0,1,0,0,0,Missing,0,1
3,0,0,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,1
3,1,0,0,0,0,Missing,0,1
3,1,1,1,6,0,Missing,0,0
1,0,1,0,1,2,B51 B53 B55,1,0
3,1,1,0,0,0,Missing,2,1
1,0,1,0,0,1,D49,1,1
3,0,1,0,0,0,Missing,0,1
3,0,0,5,2,0,Missing,0,0
2,0,2,1,1,0,Missing,0,0
2,0,1,1,2,0,Missing,1,0
3,0,0,4,1,0,Missing,0,0
3,0,1,0,0,0,Missing,0,1
3,0,0,0,0,0,Missing,0,1
1,1,0,0,1,2,B5,0,1
1,0,1,1,0,1,B20,0,0
3,1,0,0,1,0,Missing,1,0
3,0,1,0,0,1,Missing,0,0
3,0,1,0,0,0,Missing,1,0
1,0,2,0,0,0,Missing,0,1
2,0,2,0,0,0,Missing,0,0
3,0,1,0,0,0,Missing,0,0
3,1,1,0,0,0,Missing,2,1
1,0,1,1,1,2,C68,1,0
3,0,1,0,0,0,F G63,0,1
1,1,0,1,0,2,C62 C64,1,0
1,0,1,0,0,0,E24,0,1
3,1,0,0,1,0,Missing,1,0
3,0,1,0,0,0,Missing,2,1
3,0,1,1,0,0,Missing,0,0
2,0,1,0,0,0,Missing,0,0
2,1,1,0,0,0,Missing,0,0
1,0,1,0,0,0,E24,0,1
1,1,1,0,0,2,Missing,0,1
3,0,1,1,1,0,Missing,1,0
1,1,1,0,0,0,C90,1,1
1,0,1,0,0,0,C124,0,1
1,0,1,1,0,1,C126,0,0
3,0,1,0,0,0,Missing,0,0
2,0,2,0,0,0,Missing,0,1
3,0,1,0,0,0,F G73,0,1
1,1,1,0,0,2,C45,1,1
2,1,1,0,0,0,E101,0,1
3,0,1,0,0,0,Missing,2,1
3,0,1,0,0,0,Missing,0,0
2,1,0,0,1,0,Missing,0,0
3,0,0,1,0,0,Missing,0,0
2,0,1,0,0,0,Missing,0,1
2,0,1,0,0,0,Missing,0,1
1,0,1,1,0,1,E8,0,0
3,0,1,0,0,0,Missing,0,0
2,1,1,3,0,0,Missing,0,0
3,1,1,0,0,0,Missing,2,1
2,0,1,1,0,0,Missing,0,0
3,1,1,1,0,0,Missing,0,0
1,1,1,0,0,2,B5,0,0
3,0,0,0,0,0,Missing,1,1
2,0,1,0,0,0,Missing,0,1
2,0,1,0,0,0,Missing,0,1
2,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,0
3,1,1,1,3,0,Missing,0,0
1,0,1,0,0,2,B101,1,1
3,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,1
1,0,1,0,0,0,D45,0,1
1,0,1,1,0,1,C46,0,0
1,1,1,2,2,2,B57 B59 B63 B66,1,0
3,0,1,1,0,0,Missing,0,0
3,0,1,0,0,0,Missing,0,1
1,0,2,1,1,1,B22,0,0
3,0,0,1,1,0,Missing,0,0
2,1,1,0,0,0,Missing,0,1
1,0,1,1,0,1,D30,0,0
3,0,1,0,0,0,Missing,2,1
2,1,0,1,1,0,Missing,0,0
3,0,0,0,1,0,E121,0,0
3,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,1
2,1,1,1,2,1,Missing,0,0
2,0,0,1,1,0,Missing,0,0
3,0,1,0,0,0,Missing,0,0
2,0,0,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,1
1,1,1,0,0,1,B77,0,1
3,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,1,1
1,1,1,1,2,2,B96 B98,0,0
3,0,0,0,0,0,Missing,0,1
1,1,2,1,0,1,D11,0,1
1,0,1,0,0,0,Missing,1,1
3,1,1,0,0,0,Missing,2,1
3,0,1,1,0,0,Missing,2,0
3,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,0
2,1,2,0,0,0,E77,0,1
3,0,1,0,0,0,Missing,1,0
2,1,2,1,3,0,Missing,0,0
3,0,0,0,0,0,Missing,0,1
3,0,1,0,0,0,F38,2,1
3,1,0,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,2,1
1,1,1,0,1,2,B3,0,1
3,1,0,0,0,0,Missing,1,1
1,1,0,1,0,1,B20,0,0
1,0,1,0,0,0,D6,0,1
3,0,1,1,2,0,Missing,0,0
3,0,1,0,0,0,Missing,0,0
3,0,1,0,0,0,Missing,0,1
3,1,0,0,0,0,Missing,0,1
3,0,0,4,1,0,Missing,2,0
3,0,0,1,2,0,Missing,0,0
1,0,1,0,0,1,B82 B84,1,1
3,0,1,0,0,0,Missing,2,0
2,0,0,0,0,0,Missing,0,1
3,1,1,8,2,1,Missing,0,0
1,0,1,0,0,0,Missing,1,0
3,0,1,0,0,0,Missing,0,1
2,0,1,0,0,0,Missing,0,1
1,1,1,0,0,0,D17,0,1
3,1,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,1,1
3,1,1,1,1,0,Missing,0,0
2,0,1,0,0,0,Missing,0,1
2,1,1,1,1,0,Missing,0,0
1,0,0,1,2,2,B96 B98,0,0
3,0,0,0,1,0,Missing,1,0
3,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,0
1,0,1,0,0,0,A36,0,0
3,1,0,0,0,0,Missing,0,1
2,0,1,0,0,0,Missing,0,0
1,1,1,1,0,1,E8,0,0
3,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,1
2,0,1,0,0,0,Missing,0,1
3,1,0,4,2,0,Missing,0,0
3,0,1,0,0,0,Missing,0,1
1,0,1,0,0,0,B102,0,1
3,1,1,0,0,0,Missing,0,1
2,0,1,1,1,0,Missing,1,0
3,0,1,0,0,0,Missing,0,1
3,0,0,3,2,0,Missing,0,0
1,1,2,1,1,1,B69,0,0
3,0,1,0,0,0,Missing,0,1
1,0,1,0,0,0,Missing,0,1
3,1,1,0,1,0,E121,0,0
3,0,0,4,1,0,Missing,0,0
3,0,1,0,0,0,Missing,2,0
3,0,1,0,0,1,Missing,0,0
2,0,0,0,2,0,Missing,1,0
3,0,1,0,0,0,Missing,2,1
1,1,2,0,0,1,B28,0,1
3,1,0,1,0,0,Missing,1,0
2,0,0,1,1,0,Missing,0,0
3,0,1,0,0,0,Missing,1,0
3,0,1,0,0,0,Missing,0,1
3,0,0,0,0,0,Missing,0,1
1,1,1,1,1,1,E49,1,0
3,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,1
3,0,1,0,0,1,Missing,0,1
1,0,1,0,0,0,C47,1,1
3,0,1,0,0,0,Missing,0,1
2,0,0,0,0,0,Missing,0,1
1,1,1,0,0,0,Missing,1,1
3,0,1,0,0,0,Missing,1,1
3,0,0,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,1
3,0,1,8,2,1,Missing,0,0
3,0,1,0,0,0,Missing,1,1
2,0,1,0,1,0,Missing,0,0
1,1,1,1,0,1,C92,1,0
3,0,0,4,2,0,Missing,0,0
3,0,2,0,0,0,Missing,0,0
3,1,0,1,1,0,Missing,1,0
1,1,0,0,1,0,D28,0,0
2,1,1,1,0,0,Missing,0,0
3,1,0,0,1,0,Missing,0,0
1,1,1,1,1,2,Missing,0,0
1,0,2,0,0,0,E17,0,0
3,1,1,0,3,0,Missing,1,0
3,0,1,0,0,0,Missing,1,1
3,0,1,2,0,0,Missing,0,0
2,0,1,1,0,0,Missing,0,0
1,1,1,0,0,0,D17,0,1
3,1,1,8,2,1,Missing,0,0
2,0,1,0,0,0,Missing,0,1
2,1,1,0,0,0,Missing,0,1
2,1,1,1,0,0,Missing,1,0
1,0,1,0,0,1,A24,0,1
3,0,1,0,0,0,Missing,0,1
3,0,0,1,1,0,Missing,0,0
3,0,1,0,0,0,Missing,0,1
1,1,1,1,1,1,D35,0,0
1,0,1,0,0,0,B51 B53 B55,0,0
3,0,1,0,0,0,Missing,0,1
2,1,1,1,0,0,Missing,1,0
3,1,0,0,0,0,Missing,1,1
3,0,1,0,0,0,Missing,0,0
3,0,1,0,0,0,Missing,0,0
3,0,1,0,0,0,Missing,0,1
1,1,2,0,1,1,C50,1,1
2,1,1,0,1,0,Missing,0,1
3,0,1,0,0,0,Missing,0,1
3,1,1,0,0,0,Missing,0,1
2,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,1
3,1,1,0,5,0,Missing,2,0
2,0,1,0,0,0,Missing,0,1
1,1,1,0,0,0,B42,0,0
3,1,1,1,2,0,Missing,0,0
1,0,1,0,0,0,C148,1,1
3,0,1,0,0,0,Missing,2,1
3,0,1,0,0,0,Missing,2,0
3,1,1,1,0,0,Missing,0,1
2,0,2,0,0,0,Missing,2,1
3,0,1,0,0,0,Missing,0,1
3,1,1,1,1,0,Missing,0,0
3,0,0,0,0,0,Missing,0,0
3,1,1,0,0,0,Missing,2,0
2,0,1,1,1,0,Missing,0,0
3,1,0,0,0,0,Missing,1,1
3,0,1,2,0,0,Missing,0,0
3,0,1,0,0,0,Missing,0,1
1,0,1,0,0,0,Missing,0,1
1,1,1,1,0,1,B45,0,0
2,0,2,1,0,0,Missing,0,0
1,1,1,1,0,1,E31,0,0
2,1,1,1,0,0,Missing,1,0
2,0,1,0,0,0,Missing,2,0
3,0,1,0,0,0,Missing,1,1
3,1,1,1,0,0,Missing,0,0
3,1,1,0,0,0,Missing,1,1
1,0,2,1,0,1,Missing,1,0
3,0,0,0,1,0,Missing,0,0
1,1,1,0,0,0,Missing,0,1
1,0,1,0,1,1,Missing,1,0
1,1,1,1,3,2,B57 B59 B63 B66,1,0
3,0,1,1,0,0,Missing,0,0
1,1,1,0,1,1,B36,1,0
3,0,1,0,0,0,Missing,1,1
1,0,1,0,0,0,A21,0,1
3,0,1,2,0,0,Missing,1,0
2,0,1,1,0,0,Missing,0,0
2,0,1,2,0,0,Missing,0,0
3,1,1,1,2,0,Missing,0,0
3,1,1,1,2,0,Missing,0,0
1,0,1,1,0,1,C78,1,1
3,0,1,0,0,0,Missing,1,1
3,1,1,0,0,0,Missing,0,1
3,1,1,0,0,0,Missing,0,0
3,0,1,0,0,0,Missing,0,1
3,0,1,0,0,1,Missing,0,1
3,0,1,0,1,0,Missing,1,0
1,0,1,0,0,0,D34,0,0
3,0,1,0,0,0,Missing,0,0
2,1,1,0,0,0,Missing,0,1
1,1,1,1,0,1,D19,0,0
3,0,1,0,0,0,Missing,0,1
1,0,1,0,0,0,A9,1,1
3,0,1,0,0,0,Missing,2,1
1,1,2,0,0,1,D15,1,1
3,1,1,0,2,0,Missing,0,0
1,0,1,1,0,1,C31,0,0
2,0,1,0,0,0,Missing,1,1
2,1,1,2,1,0,Missing,0,0
1,1,1,3,2,2,C23 C25 C27,0,0
2,0,1,0,0,0,Missing,1,1
3,0,0,4,1,0,Missing,2,0
3,0,1,0,0,0,Missing,0,0
3,0,1,0,0,0,F G63,0,0
3,0,1,1,0,0,Missing,0,0
1,1,1,0,0,2,B61,1,1
3,0,0,0,0,0,Missing,0,1
2,0,1,0,0,0,Missing,0,1
3,0,0,0,0,0,Missing,0,1
3,1,1,0,0,0,Missing,2,0
1,0,0,2,2,2,B57 B59 B63 B66,1,0
2,1,1,0,0,0,Missing,0,1
3,1,0,0,0,0,Missing,2,0
1,0,1,0,0,0,Missing,0,0
1,0,1,0,0,0,C53,1,1
1,1,2,1,4,2,C23 C25 C27,0,0
3,1,1,0,0,0,Missing,2,1
3,0,1,0,0,0,Missing,0,1
3,1,1,0,0,0,Missing,0,1
1,0,1,0,0,0,D43,1,1
1,1,1,0,0,2,C130,1,1
1,0,1,0,0,2,C132,1,1
3,0,1,0,0,0,Missing,0,1
1,1,2,2,0,0,C101,0,1
2,0,1,0,0,0,Missing,0,1
3,1,1,0,0,0,Missing,2,1
3,0,0,1,1,0,Missing,1,0
1,0,2,1,0,2,C55 C57,0,0
1,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,1
2,0,1,0,0,0,Missing,2,1
3,0,1,1,0,0,Missing,1,0
3,1,1,0,0,0,Missing,2,1
3,1,0,0,0,0,Missing,0,1
3,1,1,0,0,0,Missing,2,1
2,0,0,1,1,0,Missing,0,0
3,1,1,1,0,0,Missing,0,0
3,0,1,0,0,0,Missing,0,1
1,1,1,1,2,1,B71,0,0
3,0,1,0,0,0,Missing,0,1
1,0,1,0,0,0,Missing,1,1
3,0,1,0,0,0,Missing,0,1
1,1,2,1,0,1,C46,0,0
3,0,1,0,0,0,Missing,0,1
3,1,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,1
1,1,1,1,0,1,C116,1,0
2,0,1,1,0,0,Missing,0,0
3,0,1,0,0,0,Missing,2,0
3,0,1,0,0,0,Missing,0,1
3,1,0,1,1,0,Missing,1,0
3,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,2,0
3,0,1,0,0,0,Missing,2,0
3,0,1,0,0,0,Missing,0,1
2,0,1,0,0,0,F,0,1
2,0,1,0,0,0,Missing,1,1
3,1,1,0,0,0,Missing,2,1
1,1,1,0,0,0,A29,1,1
3,1,1,0,0,0,Missing,2,0
1,1,2,1,0,2,C55 C57,0,0
3,0,0,1,0,0,Missing,1,0
3,0,1,0,0,0,Missing,1,0
3,1,0,1,1,0,G6,0,0
1,0,1,0,0,1,C6,1,1
2,1,1,1,0,0,Missing,0,0
2,1,0,0,0,0,Missing,0,0
3,0,1,1,0,0,Missing,2,0
1,1,1,1,0,1,C28,1,1
3,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,2,1
3,1,0,0,1,0,Missing,0,0
3,0,1,0,0,0,Missing,0,1
3,1,1,2,0,0,Missing,2,0
2,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,1
1,0,2,0,0,0,C51,1,1
3,1,1,0,4,0,Missing,0,0
3,0,1,1,0,0,Missing,1,0
3,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,0
3,0,1,0,0,0,Missing,1,0
2,0,1,0,0,0,Missing,0,1
3,1,1,0,0,0,Missing,0,1
3,0,1,1,6,0,Missing,0,0
3,1,0,5,2,0,Missing,0,0
1,1,1,0,0,2,Missing,0,1
1,0,2,1,3,2,B57 B59 B63 B66,1,0
2,0,1,0,0,0,Missing,0,1
1,0,1,0,0,0,Missing,0,1
3,0,1,3,0,0,Missing,0,0
1,0,1,0,0,1,E46,0,1
3,0,1,0,0,0,Missing,0,0
1,0,1,0,0,0,Missing,0,1
2,0,1,1,1,0,Missing,0,0
1,1,1,0,1,1,C54,1,1
3,0,1,0,0,0,Missing,1,1
3,0,2,0,0,0,Missing,0,1
3,1,1,0,2,0,Missing,0,0
3,0,0,4,2,0,Missing,0,0
3,0,1,0,0,0,Missing,0,1
1,1,1,0,0,2,C97,0,1
3,1,1,0,0,0,Missing,0,1
1,0,1,0,0,0,D22,0,1
3,1,1,0,2,0,Missing,0,0
3,1,1,0,0,0,Missing,2,1
3,0,0,1,1,0,Missing,1,0
2,1,1,0,0,0,Missing,0,0
3,0,1,0,0,0,Missing,0,1
2,0,1,0,0,0,Missing,0,1
3,1,1,1,1,0,Missing,0,0
1,0,1,0,0,1,B10,1,1
3,0,0,2,2,0,Missing,0,0
1,1,1,0,0,0,Missing,1,1
3,1,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,1,0
3,0,1,1,0,0,Missing,0,0
3,0,1,0,0,0,Missing,1,1
3,0,1,1,5,0,Missing,0,0
2,1,0,0,2,0,Missing,0,0
2,1,1,0,0,0,Missing,0,1
1,0,2,1,0,1,C116,1,0
2,1,1,0,3,0,F4,0,0
1,1,2,0,2,1,E45,1,0
2,0,1,0,0,0,Missing,0,1
1,0,1,1,1,1,E52,1,0
1,1,0,1,0,1,D30,0,0
3,0,1,0,0,0,Missing,2,1
1,1,1,1,1,2,B58 B60,1,0
2,0,1,0,0,0,Missing,0,1
2,1,1,0,1,0,Missing,0,0
3,0,0,2,0,0,Missing,0,0
3,1,1,8,2,1,Missing,0,0
2,0,1,0,0,0,Missing,0,1
2,0,1,1,0,0,Missing,0,0
1,0,1,0,0,0,Missing,0,1
3,0,0,1,1,0,Missing,0,0
2,0,2,0,0,0,Missing,2,1
2,0,0,0,2,0,Missing,0,0
3,0,1,0,0,0,Missing,0,0
1,0,0,0,2,2,E34,1,0
3,1,0,0,0,0,Missing,0,0
2,0,1,0,0,0,Missing,0,1
3,1,1,0,0,0,Missing,0,1
3,1,1,0,0,0,Missing,2,0
3,0,0,0,2,0,Missing,0,0
1,0,1,1,0,2,C62 C64,1,0
2,1,0,1,1,0,Missing,0,0
2,0,1,0,0,0,Missing,0,0
1,0,1,0,0,0,Missing,1,1
3,1,1,0,0,0,Missing,2,0
2,0,1,0,0,0,Missing,0,1
1,1,1,0,0,0,A11,1,1
3,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,1
2,0,0,0,0,1,Missing,0,1
2,1,2,1,0,0,Missing,0,0
3,1,1,4,2,0,Missing,0,0
1,0,1,0,0,0,B11,0,1
3,1,1,0,0,0,Missing,2,0
1,0,2,1,1,2,Missing,0,0
1,1,1,1,1,2,C80,1,0
3,0,1,0,0,0,Missing,0,1
2,1,1,1,0,0,Missing,1,0
3,0,1,0,0,0,Missing,0,1
2,1,1,0,0,0,F33,0,0
3,0,1,0,0,0,Missing,0,0
1,1,2,0,0,0,Missing,1,1
3,1,1,0,2,0,Missing,1,0
3,0,1,0,0,0,Missing,0,0
3,1,1,0,0,0,Missing,2,1
3,0,1,0,0,0,Missing,0,1
2,0,1,0,0,0,Missing,0,0
2,0,0,0,0,1,Missing,0,1
1,1,1,0,0,0,Missing,0,1
3,0,1,1,0,0,Missing,0,0
3,0,1,0,0,0,Missing,2,1
1,0,1,1,0,1,C85,1,0
3,0,1,0,0,0,Missing,0,1
1,0,2,1,0,1,D37,1,0
3,0,1,0,0,0,Missing,1,1
2,1,0,1,1,0,Missing,0,1
1,1,1,1,0,2,C86,1,0
1,1,2,0,0,0,Missing,1,1
2,1,1,0,2,0,Missing,0,0
1,0,1,1,1,2,E34,1,0
3,0,1,0,0,0,Missing,0,1
3,0,1,1,2,0,Missing,0,0
1,0,1,1,0,1,D21,0,0
2,1,1,0,0,0,Missing,0,1
2,0,1,1,1,0,Missing,0,0
2,1,1,1,0,0,Missing,0,0
3,1,1,1,0,0,Missing,1,0
2,1,0,1,2,0,Missing,0,0
3,0,1,0,0,0,Missing,0,1
1,0,1,1,0,2,C89,1,0
3,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,2,0
3,0,1,0,0,0,Missing,0,1
2,1,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,1
3,0,1,1,0,0,Missing,0,0
3,0,1,0,0,0,Missing,0,0
2,1,1,0,2,0,Missing,0,0
3,1,0,1,1,0,Missing,0,0
2,0,1,0,0,0,Missing,1,1
3,0,1,0,0,0,Missing,0,1
1,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,0
3,1,1,0,0,0,Missing,0,0
3,0,0,0,0,0,Missing,0,0
1,0,1,0,0,1,C6,1,1
3,0,1,0,0,0,Missing,2,0
1,1,1,1,0,2,C89,1,0
3,1,1,1,0,0,Missing,2,0
3,0,1,0,0,0,Missing,1,1
2,1,1,1,0,0,Missing,0,0
2,0,1,0,0,0,Missing,0,1
2,0,1,1,0,0,Missing,0,0
2,0,1,1,0,0,Missing,0,0
2,0,1,0,0,0,Missing,0,1
3,1,1,0,0,0,Missing,0,0
3,0,0,1,1,0,Missing,0,0
3,1,1,0,0,0,Missing,2,0
3,1,0,1,1,0,Missing,1,0
3,1,0,1,1,0,Missing,0,0
3,0,1,0,0,0,Missing,0,0
3,0,1,0,0,0,Missing,0,0
1,0,1,1,0,1,B45,0,0
3,0,1,0,0,0,F E46,1,1
3,0,1,0,0,0,Missing,0,0
1,0,1,0,0,0,Missing,0,1
3,1,1,0,0,0,Missing,2,0
3,0,1,0,0,0,Missing,1,1
1,0,2,1,1,1,A34,0,0
3,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,1
2,1,0,1,2,0,Missing,1,0
3,0,1,2,0,0,Missing,1,0
1,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,0
3,0,1,0,0,0,Missing,0,0
2,0,1,0,0,0,D,1,1
2,0,1,0,1,0,Missing,0,0
3,0,1,0,0,0,Missing,0,0
3,1,1,0,0,0,Missing,2,0
1,1,2,1,1,0,B26,0,0
1,0,1,1,2,2,C22 C26,0,0
3,0,0,0,1,0,Missing,0,0
1,0,2,1,1,1,B69,0,0
3,1,1,1,0,0,Missing,0,0
3,0,0,0,0,0,Missing,0,0
3,0,1,0,0,0,Missing,1,1
3,0,1,0,0,0,Missing,0,1
3,1,1,0,0,0,Missing,2,0
1,1,2,0,0,2,C32,1,0
3,1,0,0,0,0,Missing,2,1
1,0,2,1,0,2,B78,1,0
2,0,1,0,0,0,Missing,0,0
3,0,1,0,0,0,Missing,0,0
2,0,1,2,0,0,Missing,0,0
3,0,1,0,0,0,Missing,0,0
3,0,1,0,0,0,F E57,1,1
2,0,1,0,0,0,F2,0,1
1,0,1,0,0,0,Missing,0,1
1,1,1,0,0,2,Missing,0,1
3,0,1,0,0,0,Missing,0,1
2,1,0,2,1,0,F4,0,0
1,0,1,0,0,1,Missing,1,1
2,0,1,1,0,0,Missing,0,0
2,0,1,0,0,0,Missing,0,1
2,1,1,0,2,0,Missing,0,0
1,0,1,0,0,0,A18,1,1
3,0,1,0,0,0,Missing,1,0
3,1,1,1,1,0,Missing,1,0
3,0,1,0,0,0,Missing,0,0
1,0,1,0,0,0,C106,0,1
2,0,1,0,0,0,Missing,0,1
3,0,1,0,2,0,Missing,1,0
2,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,1,0
2,0,0,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,1
3,0,1,1,9,1,Missing,0,0
1,1,2,0,1,2,B51 B53 B55,1,0
3,0,1,1,1,0,Missing,0,0
3,1,0,0,0,0,Missing,0,0
2,0,1,0,0,0,Missing,0,1
3,1,1,0,0,0,Missing,1,1
2,0,1,0,0,0,Missing,0,0
2,1,1,0,0,0,Missing,0,1
1,1,1,0,1,1,D10 D12,1,0
2,0,1,0,0,0,Missing,0,1
2,0,0,0,0,1,Missing,0,1
2,0,1,1,2,1,Missing,0,0
3,1,0,1,2,0,Missing,0,0
1,0,1,0,0,0,E60,0,1
1,1,2,2,0,1,C101,0,0
3,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,2,1
3,1,1,1,0,0,Missing,0,0
3,0,0,8,2,1,Missing,0,0
2,1,1,1,1,0,Missing,1,0
2,1,1,0,0,0,Missing,0,0
3,0,1,0,0,0,Missing,0,1
1,1,1,1,0,1,E50,1,0
3,1,1,1,9,1,Missing,0,0
3,0,1,1,0,0,Missing,1,0
3,1,1,0,0,0,Missing,0,1
1,1,1,0,1,1,Missing,1,0
2,0,1,0,0,0,Missing,1,1
2,0,1,1,0,0,Missing,0,0
1,1,1,0,0,2,E39 E41,1,1
1,0,1,0,0,0,B52 B54 B56,0,1
2,0,1,0,0,0,Missing,0,1
1,1,2,1,1,1,A34,0,0
1,1,1,0,0,2,Missing,1,0
3,1,1,2,0,0,Missing,0,0
2,0,1,0,0,0,Missing,0,1
1,0,2,0,0,0,C39,0,1
3,0,0,4,2,0,Missing,0,0
3,0,1,0,0,0,Missing,2,0
3,0,1,0,0,0,Missing,2,0
3,1,1,0,0,0,Missing,0,0
3,1,1,1,0,0,Missing,0,0
2,0,1,0,0,0,Missing,0,1
2,1,1,1,2,1,Missing,0,0
3,0,1,0,0,0,Missing,0,1
2,0,2,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,2,0
3,0,0,3,1,0,Missing,0,0
1,0,1,0,0,1,B24,0,1
1,1,2,0,1,0,D28,0,0
3,0,0,0,2,0,Missing,0,0
2,0,1,0,0,0,Missing,0,1
3,0,1,3,1,0,Missing,0,0
1,1,0,1,0,1,C31,0,0
3,0,1,0,0,0,Missing,2,1
1,1,1,1,1,1,B41,1,0
3,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,2,1
1,1,1,0,0,2,C7,0,0
2,0,1,1,0,0,Missing,0,0
1,1,1,0,1,1,Missing,1,0
1,0,0,0,0,0,Missing,0,0
1,0,1,1,0,0,D40,1,0
2,0,1,0,0,0,D38,1,1
2,0,1,1,0,0,Missing,0,0
1,0,1,1,1,2,C80,1,0
3,1,1,0,0,0,Missing,2,1
3,1,0,1,1,0,Missing,0,0
3,1,1,0,0,0,Missing,2,1
1,1,1,1,0,1,C78,2,0
3,1,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,1
1,1,1,0,0,2,C105,1,1
3,0,1,0,0,0,Missing,0,1
3,0,1,0,0,0,Missing,0,0
3,0,1,1,1,0,Missing,1,0